Fusion Name	Gene 1 Symbol	Gene 2 Symbol
ZNF304:CPSF4	ZNF304	CPSF4
TMEM50B:LLGL1	TMEM50B	LLGL1
ARFIP2:UBC	ARFIP2	UBC
PTCD3:SUCLG1	PTCD3	SUCLG1
PER2:ZNF791	PER2	ZNF791
MYBBP1A:AP2M1	MYBBP1A	AP2M1
CCDC142:EIF2D	CCDC142	EIF2D
TNS3:PNPLA8	TNS3	PNPLA8
ANKRD6:IQCC	ANKRD6	IQCC
CALR:MICAL2	CALR	MICAL2
BEX1:HIF1AN	BEX1	HIF1AN
FAM13A:HSPBP1	FAM13A	HSPBP1
CDK12:RTN3	CDK12	RTN3
HS6ST3:RTN3	HS6ST3	RTN3
MKRN1:TCAIM	MKRN1	TCAIM
RPL27A:KLHL36	RPL27A	KLHL36
SBF2:RBM4	SBF2	RBM4
ZSWIM7:CAPRIN1	ZSWIM7	CAPRIN1
MED6:SCAI	MED6	SCAI
ANKRD35:THUMPD3	ANKRD35	THUMPD3
MEIS2:RGS6	MEIS2	RGS6
CFL1:EMC7	CFL1	EMC7
KIAA0513:STAC2	KIAA0513	STAC2
AGT:PRRC2A	AGT	PRRC2A
GLUL:DCP1A	GLUL	DCP1A
CPLX2:AGAP3	CPLX2	AGAP3
DHRS7:SRSF11	DHRS7	SRSF11
MED28:UTP23	MED28	UTP23
FOXO3:TUBA1B	FOXO3	TUBA1B
TMEM130:FOXO3	TMEM130	FOXO3
EIF3H:CCNI	EIF3H	CCNI
GAK:CCNI	GAK	CCNI
NDUFB3:UTP11	NDUFB3	UTP11
MYEF2:CPT1B	MYEF2	CPT1B
C9orf78:LETM1	C9orf78	LETM1
LEPROT:SGK3	LEPROT	SGK3
FAM222B:NBN	FAM222B	NBN
TMEM64:NBN	TMEM64	NBN
DECR1:CD63	DECR1	CD63
RAB6A:DECR1	RAB6A	DECR1
DNER:RAB2A	DNER	RAB2A
MYEF2:NFKBIB	MYEF2	NFKBIB
EIF3E:RIDA	EIF3E	RIDA
OSBPL2:SGK3	OSBPL2	SGK3
COMMD6:EXOC8	COMMD6	EXOC8
SATB2:MON1A	SATB2	MON1A
TXNL4A:SENP5	TXNL4A	SENP5
SENP5:EID2B	SENP5	EID2B
SET:BHLHE40	SET	BHLHE40
PTPA:ACTR3B	PTPA	ACTR3B
RAB14:LMO4	RAB14	LMO4
CALY:SLC46A2	CALY	SLC46A2
PHF3:OLA1	PHF3	OLA1
AREL1:ARHGEF9	AREL1	ARHGEF9
B2M:RBM25	B2M	RBM25
ALDH6A1:VPS53	ALDH6A1	VPS53
METTL2B:ALDH6A1	METTL2B	ALDH6A1
FBXL5:PSMB2	FBXL5	PSMB2
ESYT2:SLC25A45	ESYT2	SLC25A45
RPS25:TCEAL3	RPS25	TCEAL3
DDX59:RSBN1L	DDX59	RSBN1L
ZNF605:CAMSAP2	ZNF605	CAMSAP2
CHD1L:ACYP1	CHD1L	ACYP1
TLE5:CUTA	TLE5	CUTA
ILVBL:HNRNPA1	ILVBL	HNRNPA1
LIN7B:NELL2	LIN7B	NELL2
NEFM:VAMP2	NEFM	VAMP2
MCM4:C2orf50	MCM4	C2orf50
ATP1B2:NFKBIB	ATP1B2	NFKBIB
TUBB4A:COX4I1	TUBB4A	COX4I1
CSTF3:EIF3E	CSTF3	EIF3E
STK4:BORCS7	STK4	BORCS7
POLR2K:PRELID3B	POLR2K	PRELID3B
CDC25B:PTGES3L-AARSD1	CDC25B	PTGES3L-AARSD1
CDC25B:CNOT2	CDC25B	CNOT2
KIF3B:PNMA2	KIF3B	PNMA2
RPS25:CHMP4B	RPS25	CHMP4B
CST3:CLU	CST3	CLU
HIF1AN:CST3	HIF1AN	CST3
CSNK2A1:CSNK2A3	CSNK2A1	CSNK2A3
ATP2A2:STMN2	ATP2A2	STMN2
EEF1D:MAPK8IP3	EEF1D	MAPK8IP3
CCSER2:GSR	CCSER2	GSR
C4orf33:CMC2	C4orf33	CMC2
HCFC1R1:BICDL2	HCFC1R1	BICDL2
ZNF500:CORO7-PAM16	ZNF500	CORO7-PAM16
NOMO3:NOMO2	NOMO3	NOMO2
TMEM67:CRYM	TMEM67	CRYM
TBC1D17:NME6	TBC1D17	NME6
KIF1C:HMOX2	KIF1C	HMOX2
RBL2:PSME3IP1	RBL2	PSME3IP1
URI1:PPP2CB	URI1	PPP2CB
CDIPT:GNAI1	CDIPT	GNAI1
AGGF1:CDIPT	AGGF1	CDIPT
HERC1:RSRP1	HERC1	RSRP1
CES2:MTFMT	CES2	MTFMT
SCARB2:ZNF106	SCARB2	ZNF106
PEG3:LIN7B	PEG3	LIN7B
HMOX2:VAMP7	HMOX2	VAMP7
TBC1D15:KCNC2	TBC1D15	KCNC2
LDHA:CUTC	LDHA	CUTC
ATL2:RILPL1	ATL2	RILPL1
KIF3A:YIPF4	KIF3A	YIPF4
MFSD4A:YIPF4	MFSD4A	YIPF4
BCL11A:LMO4	BCL11A	LMO4
SLC17A5:BASP1	SLC17A5	BASP1
OGFRL1:TAF13	OGFRL1	TAF13
SLCO3A1:TNNI3K	SLCO3A1	TNNI3K
KCNMA1:MXI1	KCNMA1	MXI1
TIMM17A:GOT1	TIMM17A	GOT1
ZNF676:RCL1	ZNF676	RCL1
FBXL13:SEPTIN7	FBXL13	SEPTIN7
ZMIZ2:RTN1	ZMIZ2	RTN1
ZMIZ2:TMSB4X	ZMIZ2	TMSB4X
CCDC32:CBX3	CCDC32	CBX3
CCZ1:CCZ1B	CCZ1	CCZ1B
CNNM1:SLC35F6	CNNM1	SLC35F6
C12orf57:NOP10	C12orf57	NOP10
LPCAT3:TEX9	LPCAT3	TEX9
FADS6:NT5DC3	FADS6	NT5DC3
RAB35:ZMYM3	RAB35	ZMYM3
MAN2A2:FGFR1OP2	MAN2A2	FGFR1OP2
RWDD1:SGCB	RWDD1	SGCB
RWDD1:KCNAB1	RWDD1	KCNAB1
WDR55:TNFRSF10B	WDR55	TNFRSF10B
NRN1:ZMYM2	NRN1	ZMYM2
GMEB1:TAF12	GMEB1	TAF12
CSAD:MTRF1	CSAD	MTRF1
HSPH1:MAP1B	HSPH1	MAP1B
MOG:UTP20	MOG	UTP20
APAF1:ZNF655	APAF1	ZNF655
MOAP1:PCMT1	MOAP1	PCMT1
CLU:IRS2	CLU	IRS2
PTK2B:DDN	PTK2B	DDN
GNG7:UBIAD1	GNG7	UBIAD1
EPC1:FAM174A	EPC1	FAM174A
ITPKB:GNPAT	ITPKB	GNPAT
PSMG1:CCDC181	PSMG1	CCDC181
SAV1:ABCD3	SAV1	ABCD3
EXTL2:DPH5	EXTL2	DPH5
COPA:PRDX6	COPA	PRDX6
ANP32A:STMN1	ANP32A	STMN1
ATP2B2:STMN1	ATP2B2	STMN1
TOM1L2:OSBPL9	TOM1L2	OSBPL9
SMU1:SBNO1	SMU1	SBNO1
RPL22:DENND5A	RPL22	DENND5A
PHF13:ARL6IP4	PHF13	ARL6IP4
PARK7:EEF1E1	PARK7	EEF1E1
PARK7:TMEM258	PARK7	TMEM258
RAP1A:ERO1A	RAP1A	ERO1A
IVNS1ABP:SV2B	IVNS1ABP	SV2B
UCHL5:PIK3R1	UCHL5	PIK3R1
ELP2:SRSF11	ELP2	SRSF11
DNAJC16:FAM217B	DNAJC16	FAM217B
SMU1:CLPB	SMU1	CLPB
ZNF639:UQCRH	ZNF639	UQCRH
ZNF254:CLCC1	ZNF254	CLCC1
POLK:NDUFV2	POLK	NDUFV2
YWHAZ:UBL3	YWHAZ	UBL3
OCRL:SMG5	OCRL	SMG5
SERAC1:SRPK2	SERAC1	SRPK2
NONO:ANXA11	NONO	ANXA11
CNDP2:PRPF3	CNDP2	PRPF3
PPT1:PRDX1	PPT1	PRDX1
TSNAX:RAB40B	TSNAX	RAB40B
SGTB:TSNAX	SGTB	TSNAX
NID1:TMEM184B	NID1	TMEM184B
AKT3:GABARAPL1	AKT3	GABARAPL1
MTF2:RGS4	MTF2	RGS4
E2F4:RGS4	E2F4	RGS4
ZNF124:RAB29	ZNF124	RAB29
HMGCL:NDUFS5	HMGCL	NDUFS5
KIRREL3:LSM5	KIRREL3	LSM5
UMAD1:GLCCI1	UMAD1	GLCCI1
TOM1L2:PHF14	TOM1L2	PHF14
PPP2R2B:RHEB	PPP2R2B	RHEB
CDH18:PRKAG2	CDH18	PRKAG2
CLIP2:CGGBP1	CLIP2	CGGBP1
RUBCN:LHX2	RUBCN	LHX2
OSBP:CELF4	OSBP	CELF4
SUGP1:REEP5	SUGP1	REEP5
GPI:CALN1	GPI	CALN1
PPP2R5E:CLIP3	PPP2R5E	CLIP3
C3orf33:PLIN3	C3orf33	PLIN3
NOP53:TMEM160	NOP53	TMEM160
PLA2G4C:POLR2A	PLA2G4C	POLR2A
TMEM30A:RAB3A	TMEM30A	RAB3A
PDE4C:ARPP19	PDE4C	ARPP19
PRKCA:MEGF9	PRKCA	MEGF9
MAPK10:H2AZ1	MAPK10	H2AZ1
ATP13A4:NDUFC1	ATP13A4	NDUFC1
NDUFC1:UQCRH	NDUFC1	UQCRH
GRIA2:CPE	GRIA2	CPE
CSRP1:CPE	CSRP1	CPE
GPI:INKA2	GPI	INKA2
GRIA2:GLRB	GRIA2	GLRB
CRYAB:LDHB	CRYAB	LDHB
ZKSCAN1:TANGO2	ZKSCAN1	TANGO2
MTCH2:PTPMT1	MTCH2	PTPMT1
SPARCL1:HSPA8	SPARCL1	HSPA8
APEH:HSPA8	APEH	HSPA8
ZC3H8:PHF14	ZC3H8	PHF14
CAV2:TMEM170A	CAV2	TMEM170A
HIBADH:TAX1BP1	HIBADH	TAX1BP1
LDHB:GARS1	LDHB	GARS1
BEX3:CHCHD2	BEX3	CHCHD2
ZKSCAN1:ZNF528	ZKSCAN1	ZNF528
CCDC39:ELP4	CCDC39	ELP4
SMIM45:SH3BGRL3	SMIM45	SH3BGRL3
WDTC1:TCF4	WDTC1	TCF4
SELENOT:CCN1	SELENOT	CCN1
MPC2:DDX19A	MPC2	DDX19A
RGS5:MRFAP1	RGS5	MRFAP1
RETREG3:DCTN2	RETREG3	DCTN2
MIEN1:VEGFB	MIEN1	VEGFB
JMJD1C:TXNL4A	JMJD1C	TXNL4A
PDE4C:SDHAF4	PDE4C	SDHAF4
KCNK3:TMEM50B	KCNK3	TMEM50B
TEX9:CDK5RAP2	TEX9	CDK5RAP2
DPM2:EEIG1	DPM2	EEIG1
NCOR1:H2AZ1	NCOR1	H2AZ1
FRMD5:PSMB7	FRMD5	PSMB7
ARK2C:PGAM5	ARK2C	PGAM5
GTPBP10:SPRING1	GTPBP10	SPRING1
GNG7:NABP2	GNG7	NABP2
S100A1:IFITM3	S100A1	IFITM3
FKBP8:RACK1	FKBP8	RACK1
BAG6:UQCRC2	BAG6	UQCRC2
ELAVL3:MAP1LC3B	ELAVL3	MAP1LC3B
MED9:LRFN5	MED9	LRFN5
OSBPL1A:SF3A3	OSBPL1A	SF3A3
EWSR1:ARRB2	EWSR1	ARRB2
MINK1:JMJD1C	MINK1	JMJD1C
ATXN2L:CSNK1D	ATXN2L	CSNK1D
AKT1:APOO	AKT1	APOO
TTC8:EFCAB11	TTC8	EFCAB11
SERF2:YWHAB	SERF2	YWHAB
TLE3:GSTM2	TLE3	GSTM2
ETFA:GRM3	ETFA	GRM3
MICA:SCAPER	MICA	SCAPER
NXPH3:SKIC8	NXPH3	SKIC8
COX20:DNAJA4	COX20	DNAJA4
TLNRD1:PDXDC1	TLNRD1	PDXDC1
RHCG:NUDT2	RHCG	NUDT2
FRMD6:IST1	FRMD6	IST1
MAPK3:GOLGA6L25	MAPK3	GOLGA6L25
GLUD1:LYRM1	GLUD1	LYRM1
C18orf32:ZNF423	C18orf32	ZNF423
ZNF260:ZNF423	ZNF260	ZNF423
CTCF:MRNIP	CTCF	MRNIP
SETD6:TMEM245	SETD6	TMEM245
ZC3H12B:MTX2	ZC3H12B	MTX2
WDR13:FAM32A	WDR13	FAM32A
UBE2D3:CAMK2N1	UBE2D3	CAMK2N1
STAG2:ELAVL3	STAG2	ELAVL3
MKLN1:CACNA1F	MKLN1	CACNA1F
CTNND1:PDHX	CTNND1	PDHX
FMR1:ODR4	FMR1	ODR4
PGK1:RPF2	PGK1	RPF2
PGK1:GATC	PGK1	GATC
ZBTB8A:MAGT1	ZBTB8A	MAGT1
CD99L2:F11R	CD99L2	F11R
TAF6:WDR13	TAF6	WDR13
CELF4:PBX1	CELF4	PBX1
UBR1:VAPA	UBR1	VAPA
TCEAL5:ITPK1	TCEAL5	ITPK1
FXYD6:EIF5	FXYD6	EIF5
LRPAP1:EIF5	LRPAP1	EIF5
ZFYVE21:KATNBL1	ZFYVE21	KATNBL1
MYORG:PABPN1	MYORG	PABPN1
CHRDL1:PRPSAP2	CHRDL1	PRPSAP2
TSC22D1:SPARCL1	TSC22D1	SPARCL1
CMBL:NDRG3	CMBL	NDRG3
NDRG3:ATCAY	NDRG3	ATCAY
H2BC18:PIN4	H2BC18	PIN4
ATP6V1A:RBM3	ATP6V1A	RBM3
NGRN:BEX4	NGRN	BEX4
NDFIP2:ASB14	NDFIP2	ASB14
PIGM:DNAJC3	PIGM	DNAJC3
ARHGEF7:FTH1	ARHGEF7	FTH1
FGF9:CZIB	FGF9	CZIB
CYC1:ZMYND8	CYC1	ZMYND8
COMMD2:DNAJC12	COMMD2	DNAJC12
NUFIP2:AZIN1	NUFIP2	AZIN1
CTNND2:GIT1	CTNND2	GIT1
UQCRC2:KPNB1	UQCRC2	KPNB1
PNPO:DSTYK	PNPO	DSTYK
VDAC1:CBX1	VDAC1	CBX1
GOSR1:NDUFA9	GOSR1	NDUFA9
MED31:HMGB1	MED31	HMGB1
SIAE:PNMA2	SIAE	PNMA2
SHANK3:PPP6R3	SHANK3	PPP6R3
NRXN2:SPRY4	NRXN2	SPRY4
SLC24A4:RNF141	SLC24A4	RNF141
EIF4G2:BBS2	EIF4G2	BBS2
EIF4G2:MSANTD1	EIF4G2	MSANTD1
SLC1A2:PRXL2A	SLC1A2	PRXL2A
NSD2:HINT3	NSD2	HINT3
KIAA1191:TMEM33	KIAA1191	TMEM33
CCDC47:NDUFA4	CCDC47	NDUFA4
DDX5:RGS6	DDX5	RGS6
RAB5C:COX5B	RAB5C	COX5B
CNTNAP1:SLC1A2	CNTNAP1	SLC1A2
PPP1R9B:ZNRF1	PPP1R9B	ZNRF1
SRP9:LUC7L3	SRP9	LUC7L3
CALM1:MPP2	CALM1	MPP2
HLF:LYRM7	HLF	LYRM7
MRPL33:RPL28	MRPL33	RPL28
DPH1:BASP1	DPH1	BASP1
WSB1:PEA15	WSB1	PEA15
PMP22:NRGN	PMP22	NRGN
ALDOC:PAIP1	ALDOC	PAIP1
FBXL20:RPL7L1	FBXL20	RPL7L1
ARHGAP21:TUBA1B	ARHGAP21	TUBA1B
CPTP:FBXL15	CPTP	FBXL15
CNIH3:RPL28	CNIH3	RPL28
PRKAR1A:NUDT16	PRKAR1A	NUDT16
IL32:TMT1A	IL32	TMT1A
PKD1:SCG5	PKD1	SCG5
MED24:MRPL20	MED24	MRPL20
IREB2:SEC62	IREB2	SEC62
RPS20:TMEM241	RPS20	TMEM241
RPS20:UCHL1	RPS20	UCHL1
TMEM230:VTA1	TMEM230	VTA1
IVNS1ABP:METTL13	IVNS1ABP	METTL13
ATN1:EXOC3	ATN1	EXOC3
ZNF207:UBL5	ZNF207	UBL5
DLD:CAMK1G	DLD	CAMK1G
CAMTA1:DNAJC11	CAMTA1	DNAJC11
GRIK2:PSMB1	GRIK2	PSMB1
SYN1:EEIG2	SYN1	EEIG2
ATP1A1:SYN1	ATP1A1	SYN1
JARID2:RNF182	JARID2	RNF182
KAT6B:CDKL5	KAT6B	CDKL5
ZNF207:ATP5MC1	ZNF207	ATP5MC1
GBA1:TBXA2R	GBA1	TBXA2R
PIGH:PAF1	PIGH	PAF1
TRAPPC6A:UBA1	TRAPPC6A	UBA1
MTMR7:MICU3	MTMR7	MICU3
MYL6:CYP51A1	MYL6	CYP51A1
ZYG11B:CYP51A1	ZYG11B	CYP51A1
HK1:SNX11	HK1	SNX11
THY1:DBNDD1	THY1	DBNDD1
DSEL:CIAPIN1	DSEL	CIAPIN1
MTMR7:VPS4A	MTMR7	VPS4A
DNAJC11:SNAP25	DNAJC11	SNAP25
POLDIP2:DIXDC1	POLDIP2	DIXDC1
RBM6:NDUFB2	RBM6	NDUFB2
KIDINS220:VPS50	KIDINS220	VPS50
EARS2:NDUFAB1	EARS2	NDUFAB1
FBXL17:NDUFAB1	FBXL17	NDUFAB1
SSX2IP:POLR2J	SSX2IP	POLR2J
CIAPIN1:HERC6	CIAPIN1	HERC6
RBM5:TERF2IP	RBM5	TERF2IP
ISOC2:SLC17A7	ISOC2	SLC17A7
ZC3H11A:ZC3H11C	ZC3H11A	ZC3H11C
ZC3H11A:ZC3H11B	ZC3H11A	ZC3H11B
GATB:PRKCB	GATB	PRKCB
GDI1:PSD	GDI1	PSD
WNK1:HEYL	WNK1	HEYL
PARP2:CCAR1	PARP2	CCAR1
RRP15:UBE2G2	RRP15	UBE2G2
SEC63:EPDR1	SEC63	EPDR1
RHOA:WIPF2	RHOA	WIPF2
IARS2:IPO7	IARS2	IPO7
KIF2A:PKM	KIF2A	PKM
SCN1A:IDH3G	SCN1A	IDH3G
NPM1:ROCK1	NPM1	ROCK1
FBXO27:PDK3	FBXO27	PDK3
PDK3:ATP5PO	PDK3	ATP5PO
HDAC4:NDUFA10	HDAC4	NDUFA10
SLC39A14:RHOA	SLC39A14	RHOA
CAMK1G:PRPF8	CAMK1G	PRPF8
CDK11A:CDK11B	CDK11A	CDK11B
DLEC1:PRPF4	DLEC1	PRPF4
SERINC3:CYB561	SERINC3	CYB561
CYB561:USF3	CYB561	USF3
MGST1:CADM3	MGST1	CADM3
TPP1:NFIX	TPP1	NFIX
LRRC34:MPC1	LRRC34	MPC1
SOAT1:CHRNB1	SOAT1	CHRNB1
FAM161A:NCKAP1	FAM161A	NCKAP1
MAGED2:GUCY1B1	MAGED2	GUCY1B1
CS:PSMB4	CS	PSMB4
FAXC:MRPS24	FAXC	MRPS24
RIMBP2:VSNL1	RIMBP2	VSNL1
GDI1:CA11	GDI1	CA11
SYBU:CAMK2B	SYBU	CAMK2B
NAPB:ATP9A	NAPB	ATP9A
ZFR:FGF1	ZFR	FGF1
MAN1C1:NCKAP1	MAN1C1	NCKAP1
PAPOLA:EXOSC6	PAPOLA	EXOSC6
RBFOX3:NUDC	RBFOX3	NUDC
BTBD10:DNAJB11	BTBD10	DNAJB11
DLD:RAD21	DLD	RAD21
RAPGEF4:ZNF260	RAPGEF4	ZNF260
RGS7:FH	RGS7	FH
TF:FLCN	TF	FLCN
SORD:ALKBH5	SORD	ALKBH5
AP2B1:MTMR1	AP2B1	MTMR1
DOCK3:CRK	DOCK3	CRK
FKBP1A:FKBP1C	FKBP1A	FKBP1C
C2CD5:KIZ	C2CD5	KIZ
RPL6:PGAP1	RPL6	PGAP1
MAPKAPK5:RABGAP1L	MAPKAPK5	RABGAP1L
SLC23A2:INPP5F	SLC23A2	INPP5F
MEF2A:ANKRD30BL	MEF2A	ANKRD30BL
CHST1:RPLP0	CHST1	RPLP0
CD200:SVOP	CD200	SVOP
DSCAML1:PHACTR3	DSCAML1	PHACTR3
ERGIC2:CCDC91	ERGIC2	CCDC91
DIS3:CEP43	DIS3	CEP43
SLC27A5:CCDC57	SLC27A5	CCDC57
C9orf78:ZNF264	C9orf78	ZNF264
APLP2:SRP14	APLP2	SRP14
FAM234B:MTURN	FAM234B	MTURN
MYO5A:FAM234B	MYO5A	FAM234B
PAPOLA:FAM177A1	PAPOLA	FAM177A1
CCDC115:EPB41L1	CCDC115	EPB41L1
DNAJC19:HADHA	DNAJC19	HADHA
DRG1:CD59	DRG1	CD59
FTO:CD82	FTO	CD82
SCAMP1:TBCA	SCAMP1	TBCA
B3GALT1:SCAMP1	B3GALT1	SCAMP1
ABCB1:POLR2K	ABCB1	POLR2K
ABCB1:BTG3	ABCB1	BTG3
RFX1:BLVRB	RFX1	BLVRB
WBP11:EXOC6B	WBP11	EXOC6B
NDUFS1:NCOA7	NDUFS1	NCOA7
ALAS1:LRRC7	ALAS1	LRRC7
STRAP:YWHAH	STRAP	YWHAH
CCDC28A:SLC66A1	CCDC28A	SLC66A1
ATXN7L3B:HSF2	ATXN7L3B	HSF2
RALBP1:ANKRD12	RALBP1	ANKRD12
MYOT:MATR3	MYOT	MATR3
MATR3:COX5B	MATR3	COX5B
MGRN1:CDIP1	MGRN1	CDIP1
NUDCD3:ATP5F1C	NUDCD3	ATP5F1C
NHLRC3:ATP2C1	NHLRC3	ATP2C1
CNTN1:TSPAN3	CNTN1	TSPAN3
MAGI2:AGK	MAGI2	AGK
KMT2E:YWHAE	KMT2E	YWHAE
RHBDD2:UQCRB	RHBDD2	UQCRB
RHBDD2:PSAP	RHBDD2	PSAP
TMEM132A:NPTN	TMEM132A	NPTN
RGPD5:RGPD8	RGPD5	RGPD8
TMEFF2:EXTL3	TMEFF2	EXTL3
HFE:SNCA	HFE	SNCA
LUC7L2:FYN	LUC7L2	FYN
KCNA2:CLCN6	KCNA2	CLCN6
CEP68:NDUFB5	CEP68	NDUFB5
ERCC1:GLTP	ERCC1	GLTP
TRIM73:ERCC1	TRIM73	ERCC1
RAB11B:UBR7	RAB11B	UBR7
PRNP:ZDHHC6	PRNP	ZDHHC6
BNIP3:MDH1	BNIP3	MDH1
PDXDC1:SLC30A9	PDXDC1	SLC30A9
RNH1:MXI1	RNH1	MXI1
NMNAT2:NCDN	NMNAT2	NCDN
SLC38A6:MNAT1	SLC38A6	MNAT1
CPEB4:PLEKHB1	CPEB4	PLEKHB1
XIAP:NRXN3	XIAP	NRXN3
KRAS:AQR	KRAS	AQR
AGO4:RNF10	AGO4	RNF10
ATP1B1:MDH1	ATP1B1	MDH1
ROBO2:TCERG1	ROBO2	TCERG1
STT3A:MRPL19	STT3A	MRPL19
CCT4:MKKS	CCT4	MKKS
STK16:SLC2A11	STK16	SLC2A11
PLEKHB2:TAPBP	PLEKHB2	TAPBP
RAB3GAP1:ADARB1	RAB3GAP1	ADARB1
ABI2:DARS1	ABI2	DARS1
ZNF326:PCYOX1	ZNF326	PCYOX1
HAGH:MPHOSPH8	HAGH	MPHOSPH8
HMCES:SUMO1	HMCES	SUMO1
ZFC3H1:ACTR3	ZFC3H1	ACTR3
PEX5L:NUDT4	PEX5L	NUDT4
KLHL24:C15orf40	KLHL24	C15orf40
BLCAP:SPCS1	BLCAP	SPCS1
TMEM30A:CADM3	TMEM30A	CADM3
SF3B6:ADGRV1	SF3B6	ADGRV1
ELOVL6:PCYOX1	ELOVL6	PCYOX1
HPS3:FAM162A	HPS3	FAM162A
LASP1NB:FAM162A	LASP1NB	FAM162A
PRKAR2A:ACYP2	PRKAR2A	ACYP2
GFM1:SMC4	GFM1	SMC4
TUSC2:KHDRBS3	TUSC2	KHDRBS3
CISD1:RPL24	CISD1	RPL24
ATP6V1A:MRPL57	ATP6V1A	MRPL57
CSPG5:MGST3	CSPG5	MGST3
PAFAH1B2:PPP2CA	PAFAH1B2	PPP2CA
EDNRB:HSPA9	EDNRB	HSPA9
HES5:HSPA9	HES5	HSPA9
SELENOW:PFDN1	SELENOW	PFDN1
RNF130:CTSB	RNF130	CTSB
CNNM1:ARSB	CNNM1	ARSB
PDE4D:CWC27	PDE4D	CWC27
PEX5L:C4orf3	PEX5L	C4orf3
CSTF3:SKP1	CSTF3	SKP1
CAMLG:PPP2CA	CAMLG	PPP2CA
NME5:SELENOH	NME5	SELENOH
RAB3C:ITFG2	RAB3C	ITFG2
FGD4:MANSC1	FGD4	MANSC1
TMEM41A:MANSC1	TMEM41A	MANSC1
WASF1:AK9	WASF1	AK9
SASH1:RNF41	SASH1	RNF41
PPIA:SASH1	PPIA	SASH1
SLC25A32:KCTD20	SLC25A32	KCTD20
SRSF3:MOAP1	SRSF3	MOAP1
STAM2:PSMD1	STAM2	PSMD1
WASF1:HSD17B4	WASF1	HSD17B4
RNF217:HDDC2	RNF217	HDDC2
SYNJ2BP:ACOT13	SYNJ2BP	ACOT13
ZNF292:SOBP	ZNF292	SOBP
PHACTR2:PEX7	PHACTR2	PEX7
PAFAH1B2:ARFGEF3	PAFAH1B2	ARFGEF3
KDM5B:FAM120B	KDM5B	FAM120B
ZNF736:FAM120B	ZNF736	FAM120B
PHACTR1:ATP5F1C	PHACTR1	ATP5F1C
SLC30A3:PNMA6A	SLC30A3	PNMA6A
MBD5:PSMD14	MBD5	PSMD14
UQCRFS1:SNX17	UQCRFS1	SNX17
SPTBN1:ACYP2	SPTBN1	ACYP2
ARL6IP5:CDK2AP1	ARL6IP5	CDK2AP1
DDX55:MTRFR	DDX55	MTRFR
ATF6B:SPRING1	ATF6B	SPRING1
RAB5B:SNN	RAB5B	SNN
BCL7A:RHOF	BCL7A	RHOF
ENSG00000214265:GNPTAB	ENSG00000214265	GNPTAB
ENO2:LPCAT4	ENO2	LPCAT4
PTPMT1:TTC3	PTPMT1	TTC3
NAA40:MRPL52	NAA40	MRPL52
ELMOD1:ENSG00000284526	ELMOD1	ENSG00000284526
ATN1:SAFB	ATN1	SAFB
NUP98:MGAT3	NUP98	MGAT3
COMMD2:PPFIBP1	COMMD2	PPFIBP1
SLC25A18:ATP5F1B	SLC25A18	ATP5F1B
GMCL1:FAM136A	GMCL1	FAM136A
ZDHHC23:JADE2	ZDHHC23	JADE2
JADE2:ENSG00000266086	JADE2	ENSG00000266086
LCP2:KIAA0319L	LCP2	KIAA0319L
TMEM106B:HSPA5	TMEM106B	HSPA5
ENSG00000214265:OFD1	ENSG00000214265	OFD1
GPM6B:RAB9A	GPM6B	RAB9A
JAKMIP2:GPM6B	JAKMIP2	GPM6B
NIT2:SLTM	NIT2	SLTM
GAB2:RSF1	GAB2	RSF1
KPNA6:PSAT1	KPNA6	PSAT1
UQCRB:AGPAT4	UQCRB	AGPAT4
MRPL3:MIPEP	MRPL3	MIPEP
RABEP1:STK36	RABEP1	STK36
ARID4A:FAM161B	ARID4A	FAM161B
LRRC7:CNKSR2	LRRC7	CNKSR2
CRACDL:FUT8	CRACDL	FUT8
WDR37:RNF139	WDR37	RNF139
HAGH:EME2	HAGH	EME2
CAMTA1:TM7SF3	CAMTA1	TM7SF3
PLPP6:TAF2	PLPP6	TAF2
TNPO3:GNB5	TNPO3	GNB5
TNPO3:ENSG00000266086	TNPO3	ENSG00000266086
DCTN3:SUGP2	DCTN3	SUGP2
ZSCAN29:BCAS1	ZSCAN29	BCAS1
BCAS1:TMSB4X	BCAS1	TMSB4X
LMBRD2:STAU2	LMBRD2	STAU2
RPS6KA2:PLPP1	RPS6KA2	PLPP1
AP2S1:RNF7	AP2S1	RNF7
TIMP2:AFMID	TIMP2	AFMID
TRPM7:TUBG2	TRPM7	TUBG2
MRI1:MARF1	MRI1	MARF1
ANK2:METTL1	ANK2	METTL1
SUPT5H:BOD1L1	SUPT5H	BOD1L1
MAT2B:TIMM17A	MAT2B	TIMM17A
CSNK1E:RIPOR1	CSNK1E	RIPOR1
CTNNA2:CCK	CTNNA2	CCK
PLAG1:ATP6V1H	PLAG1	ATP6V1H
POLR2B:NOA1	POLR2B	NOA1
ATOSA:CACNG2	ATOSA	CACNG2
GOPC:KPNA5	GOPC	KPNA5
USP28:KIF3C	USP28	KIF3C
AK1:LMO3	AK1	LMO3
RSF1:IGSF11	RSF1	IGSF11
CELF2:CDC40	CELF2	CDC40
PRKAA2:ATP6V1H	PRKAA2	ATP6V1H
ELN:SERPINE2	ELN	SERPINE2
NEDD4L:MPV17	NEDD4L	MPV17
DYNLT3:NEDD4L	DYNLT3	NEDD4L
DKK3:NDUFA1	DKK3	NDUFA1
