Fusion Name	Gene 1 Symbol	Gene 2 Symbol
SARS2:CCER2	SARS2	CCER2
ZNF780A:ZNF780B	ZNF780A	ZNF780B
C19orf47:PLD3	C19orf47	PLD3
ZNF576:CADM4	ZNF576	CADM4
MIA-RAB4B:EGLN2	MIA-RAB4B	EGLN2
SRRM5:ZNF428	SRRM5	ZNF428
ZNF112:ENSG00000267173	ZNF112	ENSG00000267173
GEMIN7:MARK4	GEMIN7	MARK4
MARK4:GEMIN7	MARK4	GEMIN7
MEIOSIN:DMPK	MEIOSIN	DMPK
CA11:SEC1P	CA11	SEC1P
PLEKHA4:BCAT2	PLEKHA4	BCAT2
SLC17A7:PTH2	SLC17A7	PTH2
PRMT1:CPT1C	PRMT1	CPT1C
LRRC4B:KCNC3	LRRC4B	KCNC3
ENSG00000267827:ZNF432	ENSG00000267827	ZNF432
ENSG00000290073:ZNF83	ENSG00000290073	ZNF83
ZNF816-ZNF321P:ZNF600	ZNF816-ZNF321P	ZNF600
ZNF808:ZNF701	ZNF808	ZNF701
ENSG00000269825:ENSG00000290073	ENSG00000269825	ENSG00000290073
ZNF468:ZNF28	ZNF468	ZNF28
ZNF83:ENSG00000269825	ZNF83	ENSG00000269825
TPM3P9:ZNF761	TPM3P9	ZNF761
ZNF765:TPM3P9	ZNF765	TPM3P9
ZIM2-AS1:TOB2	ZIM2-AS1	TOB2
ZIM2-AS1:ZNF835	ZIM2-AS1	ZNF835
ZNF667-AS1:ENSG00000276578	ZNF667-AS1	ENSG00000276578
ENSG00000268163:ENSG00000268533	ENSG00000268163	ENSG00000268533
ENSG00000268533:ZNF17	ENSG00000268533	ZNF17
ZNF587:ZNF814	ZNF587	ZNF814
ZNF814:ENSG00000269476	ZNF814	ENSG00000269476
ZNF587:ENSG00000269867	ZNF587	ENSG00000269867
ZNF606-AS1:VN2R19P	ZNF606-AS1	VN2R19P
ZNF497:A1BG	ZNF497	A1BG
ZNF544:ZNF8	ZNF544	ZNF8
DEPDC5:MAVS	DEPDC5	MAVS
ENSG00000232448:SNAP25-AS1	ENSG00000232448	SNAP25-AS1
MACROD2:ENSG00000286546	MACROD2	ENSG00000286546
ENSG00000286546:MACROD2	ENSG00000286546	MACROD2
CST3:CST2P1	CST3	CST2P1
ENSG00000228539:SYNDIG1	ENSG00000228539	SYNDIG1
ENSG00000288878:SNTA1	ENSG00000288878	SNTA1
GNAS:CST3	GNAS	CST3
RBM12:ENSG00000272897	RBM12	ENSG00000272897
HNRNPA3P2:SLA2	HNRNPA3P2	SLA2
ENSG00000277611:L3MBTL1	ENSG00000277611	L3MBTL1
KCNK15-AS1:ENSG00000132832	KCNK15-AS1	ENSG00000132832
MMP9:SLC12A5	MMP9	SLC12A5
ENSG00000288000:L3MBTL1	ENSG00000288000	L3MBTL1
ENSG00000229853:NCOA3	ENSG00000229853	NCOA3
KCNB1:ENSG00000290421	KCNB1	ENSG00000290421
RPS21-DT:RPS21	RPS21-DT	RPS21
YTHDF1:ENSG00000231977	YTHDF1	ENSG00000231977
EEF1A2:ENSG00000230226	EEF1A2	ENSG00000230226
UCKL1-AS1:UCKL1	UCKL1-AS1	UCKL1
TEKT4P2:ENSG00000279501	TEKT4P2	ENSG00000279501
CYYR1:ENSG00000232692	CYYR1	ENSG00000232692
ENSG00000273590:ENSG00000277277	ENSG00000273590	ENSG00000277277
CFAP298-TCP10L:TCP10L	CFAP298-TCP10L	TCP10L
SUMO3:UBE2G2	SUMO3	UBE2G2
ENSG00000236754:ENSG00000286195	ENSG00000236754	ENSG00000286195
DGCR5:ENSG00000237347	DGCR5	ENSG00000237347
MICAL3:ENSG00000286990	MICAL3	ENSG00000286990
ENSG00000093100:MICAL3	ENSG00000093100	MICAL3
CELSR1P1:ENSG00000283583	CELSR1P1	ENSG00000283583
ENSG00000287146:HIRA	ENSG00000287146	HIRA
COMT:TXNRD2	COMT	TXNRD2
PPIL2:ENSG00000207751	PPIL2	ENSG00000207751
GUSBP11:ENSG00000291299	GUSBP11	ENSG00000291299
RN7SL268P:SLC2A11	RN7SL268P	SLC2A11
SMARCB1:ENSG00000290199	SMARCB1	ENSG00000290199
CABP7:CABP7-DT	CABP7	CABP7-DT
LIMK2:PIK3IP1	LIMK2	PIK3IP1
INPP5J:SELENOM	INPP5J	SELENOM
SYN3:TIMP3	SYN3	TIMP3
BAIAP2L2:PICK1	BAIAP2L2	PICK1
DMC1:DDX17	DMC1	DDX17
CSDC2:XRCC6	CSDC2	XRCC6
CSF2RA:IL3RA	CSF2RA	IL3RA
TCEANC:RAB9A	TCEANC	RAB9A
ENSG00000285602:CA5B	ENSG00000285602	CA5B
INE1:CDK16	INE1	CDK16
ELK1:CFP	ELK1	CFP
CACNA1F:SYP	CACNA1F	SYP
ENSG00000226310:SPIN2A	ENSG00000226310	SPIN2A
PIN4:ERCC6L	PIN4	ERCC6L
PABPC1L2B-AS1:ENSG00000231963	PABPC1L2B-AS1	ENSG00000231963
ENSG00000287619:TCEAL4	ENSG00000287619	TCEAL4
ENSG00000289591:ENSG00000284377	ENSG00000289591	ENSG00000284377
ATP6AP1-DT:ATP6AP1	ATP6AP1-DT	ATP6AP1
F8:F8A1	F8	F8A1
L1CAM-AS1:L1CAM	L1CAM-AS1	L1CAM
L1CAM:L1CAM-AS1	L1CAM	L1CAM-AS1
PHF6:ATRX	PHF6	ATRX
CRTAC1:PRPF3	CRTAC1	PRPF3
NFIA:NTRK2	NFIA	NTRK2
ZNF428:DISP2	ZNF428	DISP2
MCTP1:ZNF493	MCTP1	ZNF493
USP34:MRNIP	USP34	MRNIP
ATF2:ERCC5	ATF2	ERCC5
SCAF11:USP15	SCAF11	USP15
RPLP0:USP46	RPLP0	USP46
LYPLAL1:MTREX	LYPLAL1	MTREX
CAMK2B:TSPYL2	CAMK2B	TSPYL2
ZFP91:WIPF2	ZFP91	WIPF2
ZNF274:PINLYP	ZNF274	PINLYP
PER1:EXOSC10	PER1	EXOSC10
RNASEH1:OST4	RNASEH1	OST4
EIF1AX:PRNP	EIF1AX	PRNP
SMN2:SMN1	SMN2	SMN1
BAG5:ZFP41	BAG5	ZFP41
CYCS:NDUFB1	CYCS	NDUFB1
ZNF554:FAM153A	ZNF554	FAM153A
C6orf89:GPR37L1	C6orf89	GPR37L1
FOXN2:FAM156B	FOXN2	FAM156B
UBTD2:NPM1	UBTD2	NPM1
HSD17B13:HSD17B11	HSD17B13	HSD17B11
HARS1:GSTK1	HARS1	GSTK1
TMEM9B:DCLK2	TMEM9B	DCLK2
MOB3A:SLC35E3	MOB3A	SLC35E3
IFNGR2:ATP5PO	IFNGR2	ATP5PO
TBC1D10B:MLLT6	TBC1D10B	MLLT6
UPF3A:NUDT4	UPF3A	NUDT4
TMEM126B:MRPL1	TMEM126B	MRPL1
TMEM266:ATP5PO	TMEM266	ATP5PO
MTSS1:APOO	MTSS1	APOO
ZNF764:ZNF747	ZNF764	ZNF747
PGM2:KCTD6	PGM2	KCTD6
FAM107A:CSDC2	FAM107A	CSDC2
FSTL5:CNNM3	FSTL5	CNNM3
ZFAND2A:NSG1	ZFAND2A	NSG1
RNF181:ANKRD36C	RNF181	ANKRD36C
CEP19:ATP5ME	CEP19	ATP5ME
KNDC1:SRCIN1	KNDC1	SRCIN1
ASXL1:SRGAP2	ASXL1	SRGAP2
ZNF562:DBNDD2	ZNF562	DBNDD2
DRG1:SYAP1	DRG1	SYAP1
FAM234A:PITPNA	FAM234A	PITPNA
FTH1:KRT10	FTH1	KRT10
MSRB3:TUBA1C	MSRB3	TUBA1C
CCDC88B:DPY19L1	CCDC88B	DPY19L1
PAFAH1B2:DNAJC18	PAFAH1B2	DNAJC18
PAFAH1B2:SFI1	PAFAH1B2	SFI1
RAB4A:GGTLC3	RAB4A	GGTLC3
HOOK3:MPHOSPH8	HOOK3	MPHOSPH8
PTMS:DLGAP1	PTMS	DLGAP1
ZCCHC4:CYB5RL	ZCCHC4	CYB5RL
TMEM130:ANKS3	TMEM130	ANKS3
ZNF606:ATP5MF	ZNF606	ATP5MF
RANBP17:CATSPER2	RANBP17	CATSPER2
PIP4K2B:CATSPER2	PIP4K2B	CATSPER2
TANGO2:YWHAB	TANGO2	YWHAB
ENSG00000214265:GOLGA2	ENSG00000214265	GOLGA2
RSKR:ZNF641	RSKR	ZNF641
LHFPL6:RBPJ	LHFPL6	RBPJ
SLC39A13:MATCAP1	SLC39A13	MATCAP1
MOAP1:PIP4K2B	MOAP1	PIP4K2B
BTRC:MFSD4A	BTRC	MFSD4A
ALKBH3:MRFAP1	ALKBH3	MRFAP1
BORCS7:RAB37	BORCS7	RAB37
BMP1:APBB1	BMP1	APBB1
TRIM44:NPIPB5	TRIM44	NPIPB5
PRDX3:RNF214	PRDX3	RNF214
SCN8A:BAALC	SCN8A	BAALC
NDUFV1:HECTD4	NDUFV1	HECTD4
GAPVD1:CHD7	GAPVD1	CHD7
PHF2:WNK2	PHF2	WNK2
RACK1:PIGO	RACK1	PIGO
TOR1AIP2:PGM2L1	TOR1AIP2	PGM2L1
RPL27A:SOCS7	RPL27A	SOCS7
GHITM:GALNT17	GHITM	GALNT17
FUNDC2:SCG5	FUNDC2	SCG5
METTL17:SLC35E2B	METTL17	SLC35E2B
ZNF33A:UBTD1	ZNF33A	UBTD1
DAPK3:RPS4X	DAPK3	RPS4X
EEF2:DPF3	EEF2	DPF3
UBAP1:ACP7	UBAP1	ACP7
TECPR1:NEUROD1	TECPR1	NEUROD1
H3-3A:RALYL	H3-3A	RALYL
TRIM16:ORAI2	TRIM16	ORAI2
MRNIP:TMC7	MRNIP	TMC7
DVL3:R3HDM2	DVL3	R3HDM2
ZNF544:ZNF382	ZNF544	ZNF382
SPSB3:LPCAT4	SPSB3	LPCAT4
TBC1D24:PKIA	TBC1D24	PKIA
MAPK1IP1L:ZYG11B	MAPK1IP1L	ZYG11B
SFXN1:NATD1	SFXN1	NATD1
LPGAT1:ANK3	LPGAT1	ANK3
NOL12:PLXNB1	NOL12	PLXNB1
ABHD18:MMGT1	ABHD18	MMGT1
IFT140:SHROOM1	IFT140	SHROOM1
CDC40:GRIK2	CDC40	GRIK2
DCTN5:SFXN1	DCTN5	SFXN1
UBTD2:CAMLG	UBTD2	CAMLG
TRAPPC2:ADCY1	TRAPPC2	ADCY1
FASTK:ZNF598	FASTK	ZNF598
FAM200C:PHAX	FAM200C	PHAX
NBEA:AIMP1	NBEA	AIMP1
NUDT3:PSMD12	NUDT3	PSMD12
NACA:ENSG00000272822	NACA	ENSG00000272822
NF1:C2orf15	NF1	C2orf15
PRIM1:CD47	PRIM1	CD47
FIS1:ZNF785	FIS1	ZNF785
ZNF347:PGAM5	ZNF347	PGAM5
SIRPA:RPL12	SIRPA	RPL12
DNM3:RNF115	DNM3	RNF115
KRBA2:KCNJ3	KRBA2	KCNJ3
ADAT2:SNX2	ADAT2	SNX2
H4C5:NDUFA4	H4C5	NDUFA4
LCOR:CCNQ	LCOR	CCNQ
ANKRD13B:GOLGA8B	ANKRD13B	GOLGA8B
RPL10A:NUP62	RPL10A	NUP62
OGA:NSUN6	OGA	NSUN6
TPM2:HNRNPUL2	TPM2	HNRNPUL2
ZNF335:SLX4	ZNF335	SLX4
ZMYM6:GOLGA7B	ZMYM6	GOLGA7B
GRIA1:NIPBL	GRIA1	NIPBL
VPS11:ART3	VPS11	ART3
ZNF335:KRTCAP3	ZNF335	KRTCAP3
ATP5MJ:ENSG00000267645	ATP5MJ	ENSG00000267645
PCDH1:HNRNPA0	PCDH1	HNRNPA0
SAMD8:ZNF528	SAMD8	ZNF528
ZNF221:SLC50A1	ZNF221	SLC50A1
ZFPM2:YWHAZ	ZFPM2	YWHAZ
U2AF1:WIPF2	U2AF1	WIPF2
MRPS17:CSTB	MRPS17	CSTB
VAV2:BRD3OS	VAV2	BRD3OS
PLPP7:DENND6A	PLPP7	DENND6A
UBE2Q1:TP53I11	UBE2Q1	TP53I11
ISY1:CRTC2	ISY1	CRTC2
MRAS:NRARP	MRAS	NRARP
NRG2:PPIA	NRG2	PPIA
EPB41:NT5DC1	EPB41	NT5DC1
SRSF8:EPB41	SRSF8	EPB41
DFFA:ENSG00000285589	DFFA	ENSG00000285589
ZNF286A:GPR155	ZNF286A	GPR155
EHMT2:GPR155	EHMT2	GPR155
YY1AP1:PEG10	YY1AP1	PEG10
NAXE:HINT1	NAXE	HINT1
ATP1A1:LCAT	ATP1A1	LCAT
ANKZF1:DDX51	ANKZF1	DDX51
NCR3LG1:ICA1L	NCR3LG1	ICA1L
CADPS:TMC1	CADPS	TMC1
PSMD6:HSBP1	PSMD6	HSBP1
SMIM14:TSPYL1	SMIM14	TSPYL1
TTC39B:SLC35E3	TTC39B	SLC35E3
CCNQ:RCHY1	CCNQ	RCHY1
EXOG:MROH7	EXOG	MROH7
GNL1:SSBP3	GNL1	SSBP3
TMEM164:RTL9	TMEM164	RTL9
FMC1:UBN2	FMC1	UBN2
UBN2:TMSB4X	UBN2	TMSB4X
ZNF548:DPYSL5	ZNF548	DPYSL5
ZKSCAN3:DPYSL5	ZKSCAN3	DPYSL5
PEX10:GDI1	PEX10	GDI1
LDLRAP1:SPINT2	LDLRAP1	SPINT2
TIAM1:B4GAT1	TIAM1	B4GAT1
ZNHIT3:PRRT3	ZNHIT3	PRRT3
YPEL1:MLLT6	YPEL1	MLLT6
MAPK1:EIF1	MAPK1	EIF1
ESS2:ZNF865	ESS2	ZNF865
SEZ6L:CYB5B	SEZ6L	CYB5B
PIK3IP1:POGZ	PIK3IP1	POGZ
PATZ1:PPP1R7	PATZ1	PPP1R7
PATZ1:GLUL	PATZ1	GLUL
EPB41L4B:BORCS7	EPB41L4B	BORCS7
WAC:GALNT11	WAC	GALNT11
WAC:SRSF8	WAC	SRSF8
METTL6:SLC6A9	METTL6	SLC6A9
BRPF3:DRAM2	BRPF3	DRAM2
MTIF3:TMEM14A	MTIF3	TMEM14A
NBPF15:CDC5L	NBPF15	CDC5L
TSPAN15:PLEKHA6	TSPAN15	PLEKHA6
COPA:STX1B	COPA	STX1B
NDUFA4L2:FKBP3	NDUFA4L2	FKBP3
CGRRF1:RTN1	CGRRF1	RTN1
CGRRF1:DNAAF2	CGRRF1	DNAAF2
KIAA0586:RPL38	KIAA0586	RPL38
LGMN:CUL9	LGMN	CUL9
FKBP5:ZNF154	FKBP5	ZNF154
SDF4:VPS36	SDF4	VPS36
UNC13C:OSBPL6	UNC13C	OSBPL6
SLC1A3:GABARAP	SLC1A3	GABARAP
SAR1A:NME2	SAR1A	NME2
CIC:ZDHHC22	CIC	ZDHHC22
CIC:HMGN2	CIC	HMGN2
MAP2K7:MCTS1	MAP2K7	MCTS1
ACTL6B:APOL2	ACTL6B	APOL2
ATP5MJ:ACTL6B	ATP5MJ	ACTL6B
TM9SF3:ATP5F1C	TM9SF3	ATP5F1C
SETD1A:RAB3IP	SETD1A	RAB3IP
GOLM2:FGFR1	GOLM2	FGFR1
MAP2:CHN1	MAP2	CHN1
AMPH:BMPER	AMPH	BMPER
KNDC1:NEBL	KNDC1	NEBL
TRMT2A:MIGA2	TRMT2A	MIGA2
SLC25A32:SNAP29	SLC25A32	SNAP29
CRKL:DCUN1D2	CRKL	DCUN1D2
CRKL:GATAD1	CRKL	GATAD1
CECR2:TMX2	CECR2	TMX2
ASTN2:SMARCB1	ASTN2	SMARCB1
BCL2L13:PSMD11	BCL2L13	PSMD11
EXOSC5:TMEM91	EXOSC5	TMEM91
BRD1:SPMIP1	BRD1	SPMIP1
TMEM230:SPIDR	TMEM230	SPIDR
GCN1:SNAP25	GCN1	SNAP25
GDI1:RPLP0	GDI1	RPLP0
RPH3A:UQCR11	RPH3A	UQCR11
STXBP1:TMEM230	STXBP1	TMEM230
C3orf18:TGOLN2	C3orf18	TGOLN2
DNM1L:WDR45	DNM1L	WDR45
PHACTR3:EHMT1	PHACTR3	EHMT1
CNOT3:ZNF836	CNOT3	ZNF836
PFDN5:CCDC142	PFDN5	CCDC142
EDEM2:MMP24	EDEM2	MMP24
ZNF486:EPB41L1	ZNF486	EPB41L1
RPS18:LZTS3	RPS18	LZTS3
GPR19:KIZ	GPR19	KIZ
TMEM50B:MAPKAPK5	TMEM50B	MAPKAPK5
LSM5:ANAPC5	LSM5	ANAPC5
ANAPC5:CA8	ANAPC5	CA8
SUGT1:RBM27	SUGT1	RBM27
SELENOW:PTPN4	SELENOW	PTPN4
DICER1:FAM13A	DICER1	FAM13A
ZC3H14:EIF1AX	ZC3H14	EIF1AX
PCNX1:KCNJ6	PCNX1	KCNJ6
PABPN1:NFAT5	PABPN1	NFAT5
MAGI2:ARHGAP5	MAGI2	ARHGAP5
CHD8:STAT2	CHD8	STAT2
BAZ2B:PSMA6	BAZ2B	PSMA6
DDX17:LRRFIP1	DDX17	LRRFIP1
CUX1:HSCB	CUX1	HSCB
JOSD1:PHACTR4	JOSD1	PHACTR4
PEG10:L3MBTL2	PEG10	L3MBTL2
DNAL4:UQCRB	DNAL4	UQCRB
ARSA:KLF15	ARSA	KLF15
TTLL12:CAMK2N2	TTLL12	CAMK2N2
CBX7:IGFBP5	CBX7	IGFBP5
RBFOX2:NCAN	RBFOX2	NCAN
SYNGR1:SMARCA4	SYNGR1	SMARCA4
AQP3:SAMM50	AQP3	SAMM50
ITPR1:PVALB	ITPR1	PVALB
PVALB:PIP4P1	PVALB	PIP4P1
COQ4:RBX1	COQ4	RBX1
EP300:SV2B	EP300	SV2B
SUN2:ATP1A3	SUN2	ATP1A3
TXLNA:FLOT1	TXLNA	FLOT1
SLC4A4:GRSF1	SLC4A4	GRSF1
SRCAP:RBM26	SRCAP	RBM26
TMEM167B:ZW10	TMEM167B	ZW10
PDGFRL:DDHD2	PDGFRL	DDHD2
MGST2:NUP85	MGST2	NUP85
CHMP5:GHITM	CHMP5	GHITM
CHMP5:ZNF521	CHMP5	ZNF521
SNX10:NFIL3	SNX10	NFIL3
TMED2:TPCN1	TMED2	TPCN1
SIK2:ALG9	SIK2	ALG9
SRRT:PDE7A	SRRT	PDE7A
UBE2H:MT3	UBE2H	MT3
AP3S2:OGFOD1	AP3S2	OGFOD1
NOP14:NDRG2	NOP14	NDRG2
CDK11B:L2HGDH	CDK11B	L2HGDH
RTRAF:PRMT5	RTRAF	PRMT5
EIF4E2:EFR3B	EIF4E2	EFR3B
KIF3C:PREPL	KIF3C	PREPL
HUWE1:C5orf24	HUWE1	C5orf24
SYNE4:RPL13	SYNE4	RPL13
OSTM1:SPCS1	OSTM1	SPCS1
ACACA:OSTM1	ACACA	OSTM1
CDH7:CCP110	CDH7	CCP110
SND1:CADPS2	SND1	CADPS2
SMARCD3:CORO7-PAM16	SMARCD3	CORO7-PAM16
SMARCD3:UBE4A	SMARCD3	UBE4A
STRADB:TRMT9B	STRADB	TRMT9B
TCTE1:COBLL1	TCTE1	COBLL1
GSK3B:CACNG2	GSK3B	CACNG2
TCTA:RAB21	TCTA	RAB21
PALB2:GTF2I	PALB2	GTF2I
PLPBP:TUT7	PLPBP	TUT7
RSBN1:SLC1A6	RSBN1	SLC1A6
OXCT1:TENT4A	OXCT1	TENT4A
OXCT1:EIF3F	OXCT1	EIF3F
DSE:RPS5	DSE	RPS5
MTRFR:FAM234B	MTRFR	FAM234B
EIF3I:ABHD17B	EIF3I	ABHD17B
NPIPA9:RABL2B	NPIPA9	RABL2B
ZNF254:KEAP1	ZNF254	KEAP1
TSC22D1:RIF1	TSC22D1	RIF1
TRPM3:CALM2	TRPM3	CALM2
KIAA0513:NT5C2	KIAA0513	NT5C2
SDHA:ATRX	SDHA	ATRX
MED25:FERMT2	MED25	FERMT2
OGT:NSF	OGT	NSF
FDPS:SNCB	FDPS	SNCB
MGLL:CARS2	MGLL	CARS2
DPP8:OSBPL2	DPP8	OSBPL2
ZNF532:ENSG00000289731	ZNF532	ENSG00000289731
OGFOD1:IPCEF1	OGFOD1	IPCEF1
PCMT1:IPCEF1	PCMT1	IPCEF1
PPP3R1:KIF3C	PPP3R1	KIF3C
MYDGF:MAP7D1	MYDGF	MAP7D1
ATP2B2:ANO8	ATP2B2	ANO8
CSNK1G1:ANO8	CSNK1G1	ANO8
ARHGEF10L:USP54	ARHGEF10L	USP54
SMIM7:RBFOX1	SMIM7	RBFOX1
GNB1:SLC48A1	GNB1	SLC48A1
MFN2:NRDC	MFN2	NRDC
NRDC:HSPA1B	NRDC	HSPA1B
VDAC3:HP1BP3	VDAC3	HP1BP3
SNRNP200:VDAC3	SNRNP200	VDAC3
ZZEF1:NDN	ZZEF1	NDN
PDCD4:RAB10	PDCD4	RAB10
RAB10:ZNF605	RAB10	ZNF605
SMAD5:HADHA	SMAD5	HADHA
MAPRE3:KHDRBS1	MAPRE3	KHDRBS1
COL13A1:MAPRE3	COL13A1	MAPRE3
TUBG1:CD59	TUBG1	CD59
PAFAH1B3:ENSG00000288208	PAFAH1B3	ENSG00000288208
SLC35F1:SCAMP1	SLC35F1	SCAMP1
HACE1:ANKRD36	HACE1	ANKRD36
SEH1L:PHACTR4	SEH1L	PHACTR4
PAG1:GSR	PAG1	GSR
CNN3:KIFAP3	CNN3	KIFAP3
KCNQ2:IL6ST	KCNQ2	IL6ST
EIF4G3:KDELR2	EIF4G3	KDELR2
OMA1:TIMM21	OMA1	TIMM21
ACTB:NDUFB2	ACTB	NDUFB2
ACTB:TGOLN2	ACTB	TGOLN2
SEC31B:DENR	SEC31B	DENR
WSCD2:SKP1	WSCD2	SKP1
KIFAP3:AIMP1	KIFAP3	AIMP1
MCU:MLH1	MCU	MLH1
ZFHX2:AKR1B1	ZFHX2	AKR1B1
TIPRL:TP53I11	TIPRL	TP53I11
PIGM:JAKMIP2	PIGM	JAKMIP2
KLHDC8B:MCL1	KLHDC8B	MCL1
CDC42BPA:TNKS1BP1	CDC42BPA	TNKS1BP1
PYCR2:SV2A	PYCR2	SV2A
TMEM209:BBS1	TMEM209	BBS1
ZMAT2:C6orf136	ZMAT2	C6orf136
CRIP3:ARMCX2	CRIP3	ARMCX2
MFSD14A:ZMYM4	MFSD14A	ZMYM4
ENSG00000289731:SLC8B1	ENSG00000289731	SLC8B1
NIPSNAP2:LCAT	NIPSNAP2	LCAT
MED12:IL2RG	MED12	IL2RG
RBMXL1:RBMX	RBMXL1	RBMX
EIF3H:ST18	EIF3H	ST18
ZNF250:NSD3	ZNF250	NSD3
MTDH:TSPAN7	MTDH	TSPAN7
ZFP91:POLR2K	ZFP91	POLR2K
C4orf3:ATG3	C4orf3	ATG3
CDK5R2:STXBP5L	CDK5R2	STXBP5L
ANK2:MSI2	ANK2	MSI2
ZNF316:INTS15	ZNF316	INTS15
BACH1:MRPL39	BACH1	MRPL39
RPS29:THYN1	RPS29	THYN1
RNF144A:NBAS	RNF144A	NBAS
MMS19:RNF144A	MMS19	RNF144A
SLC25A4:PEDS1	SLC25A4	PEDS1
GUF1:CTSB	GUF1	CTSB
BEND6:VKORC1L1	BEND6	VKORC1L1
SCHIP1:DPP7	SCHIP1	DPP7
LSAMP:SCHIP1	LSAMP	SCHIP1
GRID2:RSBN1L	GRID2	RSBN1L
ARL6IP5:NAP1L1	ARL6IP5	NAP1L1
RPS27A:KCMF1	RPS27A	KCMF1
CIAO1:MARVELD2	CIAO1	MARVELD2
MRPS5:THY1	MRPS5	THY1
DUSP11:MYO6	DUSP11	MYO6
RALB:ACYP2	RALB	ACYP2
RABL2A:TRIM11	RABL2A	TRIM11
UNC80:SELENOT	UNC80	SELENOT
NBEAL1:CIPC	NBEAL1	CIPC
CDKN2AIPNL:RETREG2	CDKN2AIPNL	RETREG2
EXOG:GOLGA4	EXOG	GOLGA4
MEMO1:TADA1	MEMO1	TADA1
MLLT1:SF1	MLLT1	SF1
NDUFA10:ACOX1	NDUFA10	ACOX1
THEM6:TPPP	THEM6	TPPP
ZNF557:HEATR3	ZNF557	HEATR3
STXBP5L:ATXN10	STXBP5L	ATXN10
CEP85:SH3BGRL3	CEP85	SH3BGRL3
BSG:SHC2	BSG	SHC2
NALF2:EDA	NALF2	EDA
AHNAK:FXYD6	AHNAK	FXYD6
MOCS3:NIPBL	MOCS3	NIPBL
RPS3A:INTS4	RPS3A	INTS4
PGP:ABCC10	PGP	ABCC10
NRN1:TXNDC17	NRN1	TXNDC17
ARAP1:UPF3B	ARAP1	UPF3B
ZNF589:SEPTIN6	ZNF589	SEPTIN6
LRP1:CDKN2A	LRP1	CDKN2A
NUP85:EIF4ENIF1	NUP85	EIF4ENIF1
CYP51A1:PEX13	CYP51A1	PEX13
TRMT10B:EXOSC9	TRMT10B	EXOSC9
PFKFB2:FAM98C	PFKFB2	FAM98C
ANKRD17:ACSL3	ANKRD17	ACSL3
GRM4:ZMYM3	GRM4	ZMYM3
MARCHF6:TSPAN18	MARCHF6	TSPAN18
SRSF1:HAUS5	SRSF1	HAUS5
SSBP2:GPAT4	SSBP2	GPAT4
BTF3:YWHAG	BTF3	YWHAG
KLHL3:FBXL17	KLHL3	FBXL17
ZNF595:YIPF5	ZNF595	YIPF5
NHP2:N4BP3	NHP2	N4BP3
KIAA0753:HERC2	KIAA0753	HERC2
TMOD2:OTUD7A	TMOD2	OTUD7A
MFAP1:INO80	MFAP1	INO80
SLC27A1:FDPS	SLC27A1	FDPS
POLR2J3:STYXL1	POLR2J3	STYXL1
WFIKKN1:UQCRC2	WFIKKN1	UQCRC2
STK32C:SMARCA4	STK32C	SMARCA4
ZNF331:GNAI1	ZNF331	GNAI1
PEX1:POMK	PEX1	POMK
ATP6V1F:TOB2	ATP6V1F	TOB2
CALU:SND1	CALU	SND1
CRYL1:APOE	CRYL1	APOE
PRAF2:APOE	PRAF2	APOE
CNTN2:DPP6	CNTN2	DPP6
NTMT1:GTPBP3	NTMT1	GTPBP3
PIGBOS1:ARPP19	PIGBOS1	ARPP19
HSPD1:IFT172	HSPD1	IFT172
PREPL:GABBR1	PREPL	GABBR1
TIPRL:HPS3	TIPRL	HPS3
SSB:VKORC1	SSB	VKORC1
ANAPC16:FASTKD1	ANAPC16	FASTKD1
CIPC:OLA1	CIPC	OLA1
RALGAPB:DMAC2	RALGAPB	DMAC2
ELMOD1:RPS19	ELMOD1	RPS19
NAPA:SALL2	NAPA	SALL2
RABAC1:MLST8	RABAC1	MLST8
AGAP1:ENAH	AGAP1	ENAH
GRWD1:PLPP5	GRWD1	PLPP5
ODAD1:PIK3R2	ODAD1	PIK3R2
RAB3D:C15orf61	RAB3D	C15orf61
GPR108:DBP	GPR108	DBP
TNPO2:DPAGT1	TNPO2	DPAGT1
TNPO2:NPIPA1	TNPO2	NPIPA1
KDM4C:SQSTM1	KDM4C	SQSTM1
NXPH1:COA1	NXPH1	COA1
PRKAG2:USP22	PRKAG2	USP22
TMEM245:PARK7	TMEM245	PARK7
HIBADH:NUP42	HIBADH	NUP42
SLC26A2:ANP32B	SLC26A2	ANP32B
RNF227:MAPKBP1	RNF227	MAPKBP1
PARP6:VPS13A	PARP6	VPS13A
MGST3:RPLP1	MGST3	RPLP1
CDK9:HSP90B1	CDK9	HSP90B1
CDK5R2:VEZF1	CDK5R2	VEZF1
CDKN2AIP:NDUFB5	CDKN2AIP	NDUFB5
KCTD3:RTN1	KCTD3	RTN1
YME1L1:KLHDC2	YME1L1	KLHDC2
LRPPRC:NPTXR	LRPPRC	NPTXR
DAB2IP:ARF1	DAB2IP	ARF1
ATP6V1G1:SEMA6B	ATP6V1G1	SEMA6B
TEX10:FBXO27	TEX10	FBXO27
NR6A1:PSMB7	NR6A1	PSMB7
GLCE:ZNG1E	GLCE	ZNG1E
SEMA7A:LYSMD1	SEMA7A	LYSMD1
BLTP1:MRPL1	BLTP1	MRPL1
SHROOM3:FAM174A	SHROOM3	FAM174A
WDFY3:USP8	WDFY3	USP8
KIF21A:NAP1L1	KIF21A	NAP1L1
